item,itemLabel,parent,parentLabel,genderLabel,article
http://www.wikidata.org/entity/Q154308,Manuel II of Portugal,http://www.wikidata.org/entity/Q236965,Amélie of Orléans,male,https://en.wikipedia.org/wiki/Manuel_II_of_Portugal
http://www.wikidata.org/entity/Q2290508,"Prince Ferdinand Pius, Duke of Calabria",http://www.wikidata.org/entity/Q255400,Princess Maria Antonietta of Bourbon-Two Sicilies,male,"https://en.wikipedia.org/wiki/Prince_Ferdinand_Pius,_Duke_of_Castro"
http://www.wikidata.org/entity/Q2131670,"Prince Georg Wilhelm, Hereditary Prince of Hanover",http://www.wikidata.org/entity/Q217504,"Thyra, Crown Princess of Hanover",male,"https://en.wikipedia.org/wiki/George_William,_Hereditary_Prince_of_Hanover"
http://www.wikidata.org/entity/Q169902,"Prince Aimone, 4th Duke of Aosta",http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,male,"https://en.wikipedia.org/wiki/Prince_Aimone,_Duke_of_Aosta"
http://www.wikidata.org/entity/Q152935,George II of Greece,http://www.wikidata.org/entity/Q152099,Constantine I of Greece,male,https://en.wikipedia.org/wiki/George_II_of_Greece
http://www.wikidata.org/entity/Q433753,Princess Xenia Georgievna of Russia,http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Xenia_Georgievna_of_Russia
http://www.wikidata.org/entity/Q2465289,Princess Maria Immacolata of the Two Sicilies,http://www.wikidata.org/entity/Q255400,Princess Maria Antonietta of Bourbon-Two Sicilies,female,https://en.wikipedia.org/wiki/Princess_Maria_Immacolata_of_Bourbon-Two_Sicilies_(1874%E2%80%931947)
http://www.wikidata.org/entity/Q372740,"Luís Filipe, Prince Royal of Portugal",http://www.wikidata.org/entity/Q236965,Amélie of Orléans,male,"https://en.wikipedia.org/wiki/Lu%C3%ADs_Filipe,_Prince_Royal_of_Portugal"
http://www.wikidata.org/entity/Q273237,Princess Isabelle d’Orléans,http://www.wikidata.org/entity/Q261322,Princess Isabelle d’Orléans,female,https://en.wikipedia.org/wiki/Princess_Isabelle_of_Orl%C3%A9ans_(1900%E2%80%931983)
http://www.wikidata.org/entity/Q235128,"Infanta María de las Mercedes, Countess of Barcelona",http://www.wikidata.org/entity/Q962762,Princess Louise of Orléans,female,https://en.wikipedia.org/wiki/Princess_Mar%C3%ADa_de_las_Mercedes_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q372954,Grand Duke Dmitri Pavlovich of Russia,http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,male,https://en.wikipedia.org/wiki/Grand_Duke_Dmitri_Pavlovich_of_Russia
http://www.wikidata.org/entity/Q601229,Prince Peter of Greece and Denmark,http://www.wikidata.org/entity/Q115472,Marie Bonaparte,male,https://en.wikipedia.org/wiki/Prince_Peter_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q630371,Princess Sophie of Greece and Denmark,http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,female,https://en.wikipedia.org/wiki/Princess_Sophie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q2465289,Princess Maria Immacolata of the Two Sicilies,http://www.wikidata.org/entity/Q439014,"Prince Alfonso, Count of Caserta",female,https://en.wikipedia.org/wiki/Princess_Maria_Immacolata_of_Bourbon-Two_Sicilies_(1874%E2%80%931947)
http://www.wikidata.org/entity/Q2800847,Prince Sigismund of Prussia,http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",male,https://en.wikipedia.org/wiki/Prince_Sigismund_of_Prussia_(born_1864)
http://www.wikidata.org/entity/Q3026877,Prince Waldemar of Prussia,http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",male,https://en.wikipedia.org/wiki/Prince_Waldemar_of_Prussia_(born_1868)
http://www.wikidata.org/entity/Q538411,Prince Henri d'Orléans,http://www.wikidata.org/entity/Q261322,Princess Isabelle d’Orléans,male,"https://en.wikipedia.org/wiki/Henri,_Count_of_Paris_(born_1908)"
http://www.wikidata.org/entity/Q577228,Princess Françoise of Orléans,http://www.wikidata.org/entity/Q261322,Princess Isabelle d’Orléans,female,https://en.wikipedia.org/wiki/Princess_Fran%C3%A7oise_of_Orl%C3%A9ans_(1902%E2%80%931953)
http://www.wikidata.org/entity/Q724825,Prince Michael of Greece and Denmark,http://www.wikidata.org/entity/Q577228,Princess Françoise of Orléans,male,https://en.wikipedia.org/wiki/Prince_Michael_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q431121,"Prince Amedeo, 3rd Duke of Aosta",http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,male,"https://en.wikipedia.org/wiki/Prince_Amedeo,_Duke_of_Aosta"
http://www.wikidata.org/entity/Q162177,Helen of Greece and Denmark,http://www.wikidata.org/entity/Q152099,Constantine I of Greece,female,https://en.wikipedia.org/wiki/Helen_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q2800847,Prince Sigismund of Prussia,http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",male,https://en.wikipedia.org/wiki/Prince_Sigismund_of_Prussia_(born_1864)
http://www.wikidata.org/entity/Q3026877,Prince Waldemar of Prussia,http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",male,https://en.wikipedia.org/wiki/Prince_Waldemar_of_Prussia_(born_1868)
http://www.wikidata.org/entity/Q1362941,Pedro Henrique de Orléans e Bragança,http://www.wikidata.org/entity/Q2624237,Princess Maria Pia of the Two Sicilies,male,https://en.wikipedia.org/wiki/Pedro_Henrique_of_Orl%C3%A9ans-Braganza
http://www.wikidata.org/entity/Q1333222,"Infante Alfonso, Duke of Calabria",http://www.wikidata.org/entity/Q129179,"María de las Mercedes, Princess of Asturias",male,"https://en.wikipedia.org/wiki/Infante_Alfonso,_Duke_of_Calabria"
http://www.wikidata.org/entity/Q155394,Paul of Greece,http://www.wikidata.org/entity/Q152099,Constantine I of Greece,male,https://en.wikipedia.org/wiki/Paul_of_Greece
http://www.wikidata.org/entity/Q898347,Nina Georgievna of Russia,http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Nina_Georgievna_of_Russia
http://www.wikidata.org/entity/Q235438,Grand Duchess Maria Pavlovna of Russia,http://www.wikidata.org/entity/Q372964,Grand Duke Paul Alexandrovich of Russia,female,https://en.wikipedia.org/wiki/Grand_Duchess_Maria_Pavlovna_of_Russia_(1890%E2%80%931958)
http://www.wikidata.org/entity/Q236196,Princess Cecilie of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Cecilie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q2635204,Princess María de los Dolores of Bourbon-Two Sicilies,http://www.wikidata.org/entity/Q962762,Princess Louise of Orléans,female,https://en.wikipedia.org/wiki/Princess_Mar%C3%ADa_de_los_Dolores_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,http://www.wikidata.org/entity/Q261322,Princess Isabelle d’Orléans,female,https://en.wikipedia.org/wiki/Princess_Anne_of_Orl%C3%A9ans
http://www.wikidata.org/entity/Q2457276,Infanta Isabel Alfonsa of Spain,http://www.wikidata.org/entity/Q129179,"María de las Mercedes, Princess of Asturias",female,https://en.wikipedia.org/wiki/Princess_Isabel_Alfonsa_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q2324276,"Prince Ferdinando, Duke of Castro",http://www.wikidata.org/entity/Q3847184,Countess Maria Carolina Zamoyska,male,"https://en.wikipedia.org/wiki/Prince_Ferdinand,_Duke_of_Castro"
http://www.wikidata.org/entity/Q2169403,Princess Herzeleide of Prussia,http://www.wikidata.org/entity/Q772541,Countess Ina Marie von Bassewitz,female,https://en.wikipedia.org/wiki/Princess_Herzeleide_of_Prussia
http://www.wikidata.org/entity/Q2150403,Prince Richard of Hesse,http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,male,https://en.wikipedia.org/wiki/Prince_Richard_of_Hesse
http://www.wikidata.org/entity/Q2379307,Princess Eugénie of Greece and Denmark,http://www.wikidata.org/entity/Q115472,Marie Bonaparte,female,https://en.wikipedia.org/wiki/Princess_Eug%C3%A9nie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q2314771,Prince Christoph of Hesse-Kassel,http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,male,https://en.wikipedia.org/wiki/Prince_Christoph_of_Hesse
http://www.wikidata.org/entity/Q240317,Princess Margarita of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Margarita_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q4997826,Infante Ferdinand of Spain,http://www.wikidata.org/entity/Q129179,"María de las Mercedes, Princess of Asturias",male,https://en.wikipedia.org/wiki/Infante_Ferdinand_of_Spain
http://www.wikidata.org/entity/Q1212263,Princess Maria of Romania,http://www.wikidata.org/entity/Q930013,Michael I of Romania,female,https://en.wikipedia.org/wiki/Princess_Maria_of_Romania_(born_1964)
http://www.wikidata.org/entity/Q3268142,"Philip, Hereditary Prince of Serbia",http://www.wikidata.org/entity/Q815126,"Alexander, Crown Prince of Serbia",male,"https://en.wikipedia.org/wiki/Philip,_Hereditary_Prince_of_Yugoslavia"
http://www.wikidata.org/entity/Q2467920,Prince Peter of Serbia,http://www.wikidata.org/entity/Q815126,"Alexander, Crown Prince of Serbia",male,https://en.wikipedia.org/wiki/Prince_Peter_of_Yugoslavia
http://www.wikidata.org/entity/Q96731,"Prince Bernhard, Margrave of Baden",http://www.wikidata.org/entity/Q1913939,"Prince Maximilian, Margrave of Baden",male,"https://en.wikipedia.org/wiki/Bernhard,_Margrave_of_Baden"
http://www.wikidata.org/entity/Q663875,Margareta of Romania,http://www.wikidata.org/entity/Q930013,Michael I of Romania,female,https://en.wikipedia.org/wiki/Margareta_of_Romania
http://www.wikidata.org/entity/Q4590782,Prince Nikola of Serbia,http://www.wikidata.org/entity/Q3424937,Princess Margarita of Baden,male,https://en.wikipedia.org/wiki/Prince_Nikola_of_Yugoslavia_(born_1958)
http://www.wikidata.org/entity/Q2001499,Princess Sibilla of Luxembourg,http://www.wikidata.org/entity/Q6049946,Olimpia Torlonia,female,https://en.wikipedia.org/wiki/Princess_Sibilla_of_Luxembourg
http://www.wikidata.org/entity/Q620337,"Jean-Christophe, Prince Napoléon",http://www.wikidata.org/entity/Q4925346,Princess Béatrice of the Two Sicilies,male,"https://en.wikipedia.org/wiki/Jean-Christophe,_Prince_Napol%C3%A9on"
http://www.wikidata.org/entity/Q1468375,Princess Sophie of Romania,http://www.wikidata.org/entity/Q930013,Michael I of Romania,female,https://en.wikipedia.org/wiki/Princess_Sophie_of_Romania
http://www.wikidata.org/entity/Q2423576,Princess Elena of Romania,http://www.wikidata.org/entity/Q930013,Michael I of Romania,female,https://en.wikipedia.org/wiki/Princess_Elena_of_Romania
http://www.wikidata.org/entity/Q242338,Princess Katherine of Greece and Denmark,http://www.wikidata.org/entity/Q152099,Constantine I of Greece,female,https://en.wikipedia.org/wiki/Princess_Katherine_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q3260259,Princess Marie Alexandra of Baden,http://www.wikidata.org/entity/Q271998,Princess Marie Louise of Hanover,female,https://en.wikipedia.org/wiki/Princess_Marie_Alexandra_of_Baden
http://www.wikidata.org/entity/Q2783067,Princess Lucia of Bourbon-Two Sicilies,http://www.wikidata.org/entity/Q70768,"Princess Maria, Duchess of Calabria",female,https://en.wikipedia.org/wiki/Princess_Lucia_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q2679087,"Archduke Gottfried of Austria, Hereditary Grand Duke of Tuscany",http://www.wikidata.org/entity/Q450684,"Archduchess Maria Cristina, Hereditary Grand Duchess of Tuscany",male,https://en.wikipedia.org/wiki/Archduke_Gottfried_of_Austria
http://www.wikidata.org/entity/Q58304095,Prince Juan de Bagration-Mukhrani,http://www.wikidata.org/entity/Q5408136,Bagrat de Bagration y de Baviera,male,https://en.wikipedia.org/wiki/Juan_de_Bagration-Mukhrani
http://www.wikidata.org/entity/Q16911051,Princess Katarina of Serbia,http://www.wikidata.org/entity/Q594386,Prince Tomislav of Yugoslavia,female,https://en.wikipedia.org/wiki/Princess_Katarina_of_Yugoslavia
http://www.wikidata.org/entity/Q6658829,Princess Irina of Romania,http://www.wikidata.org/entity/Q930013,Michael I of Romania,female,https://en.wikipedia.org/wiki/Princess_Irina_of_Romania
http://www.wikidata.org/entity/Q3387469,"Prince Pedro, Duke of Calabria",http://www.wikidata.org/entity/Q526743,"Infante Carlos, Duke of Calabria",male,"https://en.wikipedia.org/wiki/Prince_Pedro,_Duke_of_Calabria"
http://www.wikidata.org/entity/Q236770,"Princess Irene, Duchess of Aosta",http://www.wikidata.org/entity/Q152099,Constantine I of Greece,female,"https://en.wikipedia.org/wiki/Princess_Irene,_Duchess_of_Aosta"
http://www.wikidata.org/entity/Q7244714,"Princess Maria Carolina, Duchess of Calabria",http://www.wikidata.org/entity/Q1850305,"Prince Carlo, Duke of Castro",female,https://en.wikipedia.org/wiki/Princess_Maria_Carolina_of_Bourbon-Two_Sicilies_(born_2003)
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",male,"https://en.wikipedia.org/wiki/William,_Prince_of_Wales"
http://www.wikidata.org/entity/Q29966442,"Princess Maria Chiara, Duchess of Noto",http://www.wikidata.org/entity/Q1850305,"Prince Carlo, Duke of Castro",female,https://en.wikipedia.org/wiki/Princess_Maria_Chiara_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q3268153,Prince Alexander of Serbia,http://www.wikidata.org/entity/Q815126,"Alexander, Crown Prince of Serbia",male,https://en.wikipedia.org/wiki/Prince_Alexander_of_Yugoslavia_(born_1982)
http://www.wikidata.org/entity/Q3382159,Pia Maria of Orléans-Braganza,http://www.wikidata.org/entity/Q2624237,Princess Maria Pia of the Two Sicilies,female,https://en.wikipedia.org/wiki/Pia_Maria_of_Orl%C3%A9ans-Braganza
http://www.wikidata.org/entity/Q10315513,Iris Mountbatten,http://www.wikidata.org/entity/Q6069164,"Irene Mountbatten, Marchioness of Carisbrooke",female,https://en.wikipedia.org/wiki/Lady_Iris_Mountbatten
http://www.wikidata.org/entity/Q4006506,Princess Urraca of the Two Sicilies,http://www.wikidata.org/entity/Q70768,"Princess Maria, Duchess of Calabria",female,https://en.wikipedia.org/wiki/Princess_Urraca_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q3847609,Infanta Maria de las Mercedes of Spain,http://www.wikidata.org/entity/Q255389,Infanta Maria Teresa Isabel of Spain,female,https://en.wikipedia.org/wiki/Infanta_Mar%C3%ADa_de_las_Mercedes_of_Spain
http://www.wikidata.org/entity/Q255382,Princess Theodora of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Theodora_of_Greece_and_Denmark_(1906%E2%80%931969)
http://www.wikidata.org/entity/Q95828,"Philipp, Prince of Hohenlohe-Langenburg",http://www.wikidata.org/entity/Q72937,"Kraft, Prince of Hohenlohe-Langenburg",male,"https://en.wikipedia.org/wiki/Philipp,_Prince_of_Hohenlohe-Langenburg"
http://www.wikidata.org/entity/Q71778,"Prince Donatus, Landgrave of Hesse",http://www.wikidata.org/entity/Q63284,"Prince Moritz, Landgrave of Hesse",male,"https://en.wikipedia.org/wiki/Donatus,_Landgrave_of_Hesse"
http://www.wikidata.org/entity/Q3337692,Prince Ludwig Rudolph of Hanover,http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",male,https://en.wikipedia.org/wiki/Prince_Ludwig_Rudolf_of_Hanover
http://www.wikidata.org/entity/Q100307,Oskar of Prussia,http://www.wikidata.org/entity/Q92141,Prince Wilhelm-Karl of Prussia,male,https://en.wikipedia.org/wiki/Oskar_Prinz_von_Preussen
http://www.wikidata.org/entity/Q198780,Bertrand de Orléans e Bragança,http://www.wikidata.org/entity/Q1362941,Pedro Henrique de Orléans e Bragança,male,https://en.wikipedia.org/wiki/Bertrand_of_Orl%C3%A9ans-Braganza
http://www.wikidata.org/entity/Q16911051,Princess Katarina of Serbia,http://www.wikidata.org/entity/Q3424937,Princess Margarita of Baden,female,https://en.wikipedia.org/wiki/Princess_Katarina_of_Yugoslavia
http://www.wikidata.org/entity/Q58304095,Prince Juan de Bagration-Mukhrani,http://www.wikidata.org/entity/Q75317936,Maria del Carmen de Ulloa y de Suelves,male,https://en.wikipedia.org/wiki/Juan_de_Bagration-Mukhrani
http://www.wikidata.org/entity/Q433753,Princess Xenia Georgievna of Russia,http://www.wikidata.org/entity/Q524451,Grand Duke George Mikhailovich of Russia,female,https://en.wikipedia.org/wiki/Princess_Xenia_Georgievna_of_Russia
http://www.wikidata.org/entity/Q54386,"Infanta Elena, Duchess of Lugo",http://www.wikidata.org/entity/Q156548,Queen Sofía of Spain,female,"https://en.wikipedia.org/wiki/Infanta_Elena,_Duchess_of_Lugo"
http://www.wikidata.org/entity/Q601229,Prince Peter of Greece and Denmark,http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,male,https://en.wikipedia.org/wiki/Prince_Peter_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q630371,Princess Sophie of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Sophie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q4590782,Prince Nikola of Serbia,http://www.wikidata.org/entity/Q594386,Prince Tomislav of Yugoslavia,male,https://en.wikipedia.org/wiki/Prince_Nikola_of_Yugoslavia_(born_1958)
http://www.wikidata.org/entity/Q620337,"Jean-Christophe, Prince Napoléon",http://www.wikidata.org/entity/Q704776,Prince Charles Bonaparte,male,"https://en.wikipedia.org/wiki/Jean-Christophe,_Prince_Napol%C3%A9on"
http://www.wikidata.org/entity/Q2001499,Princess Sibilla of Luxembourg,http://www.wikidata.org/entity/Q75393705,Paul-Annick Weiller,female,https://en.wikipedia.org/wiki/Princess_Sibilla_of_Luxembourg
http://www.wikidata.org/entity/Q74913,Prince Heinrich of Hanover,http://www.wikidata.org/entity/Q2534736,Princess Ortrud of Schleswig-Holstein-Sonderburg-Glücksburg,male,https://en.wikipedia.org/wiki/Heinrich_Prinz_von_Hannover
http://www.wikidata.org/entity/Q152316,"Prince Harry, Duke of Sussex",http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",male,"https://en.wikipedia.org/wiki/Prince_Harry,_Duke_of_Sussex"
http://www.wikidata.org/entity/Q1850305,"Prince Carlo, Duke of Castro",http://www.wikidata.org/entity/Q2324276,"Prince Ferdinando, Duke of Castro",male,"https://en.wikipedia.org/wiki/Prince_Carlo,_Duke_of_Castro"
http://www.wikidata.org/entity/Q763206,Luís Gastão de Orléans e Bragança,http://www.wikidata.org/entity/Q1362941,Pedro Henrique de Orléans e Bragança,male,https://en.wikipedia.org/wiki/Luiz_of_Orl%C3%A9ans-Braganza
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",http://www.wikidata.org/entity/Q2534736,Princess Ortrud of Schleswig-Holstein-Sonderburg-Glücksburg,male,https://en.wikipedia.org/wiki/Ernst_August_von_Hannover_(born_1954)
http://www.wikidata.org/entity/Q898347,Nina Georgievna of Russia,http://www.wikidata.org/entity/Q524451,Grand Duke George Mikhailovich of Russia,female,https://en.wikipedia.org/wiki/Princess_Nina_Georgievna_of_Russia
http://www.wikidata.org/entity/Q6530298,Princess Christina Margarethe of Hesse,http://www.wikidata.org/entity/Q2314771,Prince Christoph of Hesse-Kassel,female,https://en.wikipedia.org/wiki/Princess_Christina_of_Hesse
http://www.wikidata.org/entity/Q4925346,Princess Béatrice of the Two Sicilies,http://www.wikidata.org/entity/Q2324276,"Prince Ferdinando, Duke of Castro",female,https://en.wikipedia.org/wiki/Princess_B%C3%A9atrice_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q5041442,"Prince Carlo Alessandro, 3rd Duke of Castel Duino",http://www.wikidata.org/entity/Q7284421,"Prince Raimundo, 2nd Duke of Castel Duino",male,"https://en.wikipedia.org/wiki/Carlo_Alessandro,_3rd_Duke_of_Castel_Duino"
http://www.wikidata.org/entity/Q2464604,Prince Karl of Hesse,http://www.wikidata.org/entity/Q2314771,Prince Christoph of Hesse-Kassel,male,https://en.wikipedia.org/wiki/Prince_Karl_of_Hesse
http://www.wikidata.org/entity/Q24005341,Princess Mafalda of Hesse and by Rhine,http://www.wikidata.org/entity/Q63284,"Prince Moritz, Landgrave of Hesse",female,https://en.wikipedia.org/wiki/Mafalda_von_Hessen
http://www.wikidata.org/entity/Q54386,"Infanta Elena, Duchess of Lugo",http://www.wikidata.org/entity/Q19943,Juan Carlos I of Spain,female,"https://en.wikipedia.org/wiki/Infanta_Elena,_Duchess_of_Lugo"
http://www.wikidata.org/entity/Q75392606,Inés de Borbón-Dos Sicilias,http://www.wikidata.org/entity/Q1333222,"Infante Alfonso, Duke of Calabria",female,https://en.wikipedia.org/wiki/In%C3%A9s_de_Borb%C3%B3n-Dos_Sicilias
http://www.wikidata.org/entity/Q63205821,Tatiana Radziwiłł,http://www.wikidata.org/entity/Q3035416,Prince Dominik Rainer Radziwiłł,female,https://en.wikipedia.org/wiki/Tatiana_Radziwi%C5%82%C5%82
http://www.wikidata.org/entity/Q372954,Grand Duke Dmitri Pavlovich of Russia,http://www.wikidata.org/entity/Q372964,Grand Duke Paul Alexandrovich of Russia,male,https://en.wikipedia.org/wiki/Grand_Duke_Dmitri_Pavlovich_of_Russia
http://www.wikidata.org/entity/Q2379307,Princess Eugénie of Greece and Denmark,http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Eug%C3%A9nie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q2314771,Prince Christoph of Hesse-Kassel,http://www.wikidata.org/entity/Q63679,Prince Frederick Charles of Hesse,male,https://en.wikipedia.org/wiki/Prince_Christoph_of_Hesse
http://www.wikidata.org/entity/Q4997826,Infante Ferdinand of Spain,http://www.wikidata.org/entity/Q518879,Prince Carlos of the Two Sicilies,male,https://en.wikipedia.org/wiki/Infante_Ferdinand_of_Spain
http://www.wikidata.org/entity/Q2457276,Infanta Isabel Alfonsa of Spain,http://www.wikidata.org/entity/Q518879,Prince Carlos of the Two Sicilies,female,https://en.wikipedia.org/wiki/Princess_Isabel_Alfonsa_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",male,https://en.wikipedia.org/wiki/Ernst_August_von_Hannover_(born_1954)
http://www.wikidata.org/entity/Q2150403,Prince Richard of Hesse,http://www.wikidata.org/entity/Q63679,Prince Frederick Charles of Hesse,male,https://en.wikipedia.org/wiki/Prince_Richard_of_Hesse
http://www.wikidata.org/entity/Q1333222,"Infante Alfonso, Duke of Calabria",http://www.wikidata.org/entity/Q518879,Prince Carlos of the Two Sicilies,male,"https://en.wikipedia.org/wiki/Infante_Alfonso,_Duke_of_Calabria"
http://www.wikidata.org/entity/Q2169403,Princess Herzeleide of Prussia,http://www.wikidata.org/entity/Q61242,Prince Oskar of Prussia,female,https://en.wikipedia.org/wiki/Princess_Herzeleide_of_Prussia
http://www.wikidata.org/entity/Q191045,Felipe VI of Spain,http://www.wikidata.org/entity/Q156548,Queen Sofía of Spain,male,https://en.wikipedia.org/wiki/Felipe_VI
http://www.wikidata.org/entity/Q63284,"Prince Moritz, Landgrave of Hesse",http://www.wikidata.org/entity/Q60741,"Prince Philipp, Landgrave of Hesse",male,"https://en.wikipedia.org/wiki/Moritz,_Landgrave_of_Hesse"
http://www.wikidata.org/entity/Q451724,"Duchess Diane, Duchess of Württemberg",http://www.wikidata.org/entity/Q261284,Isabelle of Orléans-Braganza,female,"https://en.wikipedia.org/wiki/Diane,_Duchess_of_W%C3%BCrttemberg"
http://www.wikidata.org/entity/Q240580,"Infanta Pilar, Duchess of Badajoz",http://www.wikidata.org/entity/Q235128,"Infanta María de las Mercedes, Countess of Barcelona",female,"https://en.wikipedia.org/wiki/Infanta_Pilar,_Duchess_of_Badajoz"
http://www.wikidata.org/entity/Q534961,Prince Henri d’Orléans,http://www.wikidata.org/entity/Q261284,Isabelle of Orléans-Braganza,male,"https://en.wikipedia.org/wiki/Henri,_Count_of_Paris_(born_1933)"
http://www.wikidata.org/entity/Q147663,Zara Tindall,http://www.wikidata.org/entity/Q547893,Mark Phillips,female,https://en.wikipedia.org/wiki/Zara_Tindall
http://www.wikidata.org/entity/Q64217,Prince Franz Wilhelm of Prussia,http://www.wikidata.org/entity/Q2306331,Princess Henriette of Schönaich-Carolath,male,https://en.wikipedia.org/wiki/Franz_Wilhelm_Prinz_von_Preussen
http://www.wikidata.org/entity/Q110952627,Princess María de la Esperanza of Bourbon-Two Sicilies,http://www.wikidata.org/entity/Q962762,Princess Louise of Orléans,female,https://en.wikipedia.org/wiki/Princess_Maria_de_la_Esperanza_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,http://www.wikidata.org/entity/Q153330,Andrew Mountbatten-Windsor,female,https://en.wikipedia.org/wiki/Princess_Beatrice
http://www.wikidata.org/entity/Q603075,"Prince Alfonso de Bourbon, Duke of Cádiz",http://www.wikidata.org/entity/Q3052995,Emmanuelle de Dampierre,male,"https://en.wikipedia.org/wiki/Alfonso,_Duke_of_Anjou_and_C%C3%A1diz"
http://www.wikidata.org/entity/Q704310,Infante Alfonso of Spain,http://www.wikidata.org/entity/Q235128,"Infanta María de las Mercedes, Countess of Barcelona",male,https://en.wikipedia.org/wiki/Infante_Alfonso_of_Spain
http://www.wikidata.org/entity/Q74913,Prince Heinrich of Hanover,http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",male,https://en.wikipedia.org/wiki/Heinrich_Prinz_von_Hannover
http://www.wikidata.org/entity/Q487309,Paul Ilyinsky,http://www.wikidata.org/entity/Q450692,Audrey Emery,male,https://en.wikipedia.org/wiki/Paul_Ilyinsky
http://www.wikidata.org/entity/Q526743,"Infante Carlos, Duke of Calabria",http://www.wikidata.org/entity/Q33218,"Infanta Alicia, Duchess of Calabria",male,"https://en.wikipedia.org/wiki/Infante_Carlos,_Duke_of_Calabria"
http://www.wikidata.org/entity/Q379479,"Prince Lorenz, Archduke of Austria-Este",http://www.wikidata.org/entity/Q765373,"Archduchess Margherita, Archduchess of Austria-Este",male,https://en.wikipedia.org/wiki/Prince_Lorenz_of_Belgium
http://www.wikidata.org/entity/Q592349,Prince Jean d'Orléans,http://www.wikidata.org/entity/Q3292297,Duchess Marie Thérèse of Württemberg,male,"https://en.wikipedia.org/wiki/Jean,_Count_of_Paris"
http://www.wikidata.org/entity/Q151773,Constantine II of Greece,http://www.wikidata.org/entity/Q155394,Paul of Greece,male,https://en.wikipedia.org/wiki/Constantine_II_of_Greece
http://www.wikidata.org/entity/Q1871533,Louis Alphonse de Bourbon,http://www.wikidata.org/entity/Q2939617,Carmen Martínez-Bordiú y Franco,male,https://en.wikipedia.org/wiki/Louis_Alphonse_de_Bourbon
http://www.wikidata.org/entity/Q156548,Queen Sofía of Spain,http://www.wikidata.org/entity/Q155394,Paul of Greece,female,https://en.wikipedia.org/wiki/Queen_Sof%C3%ADa_of_Spain
http://www.wikidata.org/entity/Q2740253,Prince François d’Orléans,http://www.wikidata.org/entity/Q3292297,Duchess Marie Thérèse of Württemberg,male,"https://en.wikipedia.org/wiki/Prince_Fran%C3%A7ois,_Count_of_Clermont"
