item,itemLabel,ancestor,ancestorLabel,gender
http://www.wikidata.org/entity/Q101530173,Heinrich Wilhelm Schweppenhäuser,http://www.wikidata.org/entity/Q101530179,Maria Magdalena Boell,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q101530161,Maria Franziska Riedesel zu Eisenbach,http://www.wikidata.org/entity/Q101530170,Margaretha Kilian,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q5716005,Henrietta Mildred Hodgson,http://www.wikidata.org/entity/Q7345539,Robert Hodgson,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q5544616,George Smith,http://www.wikidata.org/entity/Q4666619,Abel Smith,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q6470028,Anne Wellesley,http://www.wikidata.org/entity/Q335205,"Richard Wellesley, 1st Marquess Wellesley",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q7345539,Robert Hodgson,http://www.wikidata.org/entity/Q75240030,Robert Hodgson,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q6779099,"Mary Bowes, Countess of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q5537154,George Bowes,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q15833893,Maria Salomé Schweppenhäuser,http://www.wikidata.org/entity/Q101530173,Heinrich Wilhelm Schweppenhäuser,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q8861642,Friedrich Karl Emanuel Hauke,http://www.wikidata.org/entity/Q101530148,Ignatius Hauck,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q16738479,Oswald Smith,http://www.wikidata.org/entity/Q5544616,George Smith,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q17308968,"Dorothy Bentinck, Duchess of Portland",http://www.wikidata.org/entity/Q238639,"William Cavendish, 4th Duke of Devonshire",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q20993858,Frances Webb,http://www.wikidata.org/entity/Q76277562,Francis Webb,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q50822509,Hyacinthe-Gabrielle Roland,http://www.wikidata.org/entity/Q75892808,Christopher Alexander Fagan,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q28778485,Mary Garritt,http://www.wikidata.org/entity/Q100389122,Edward Garritt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q50822509,Hyacinthe-Gabrielle Roland,http://www.wikidata.org/entity/Q75386352,Pierre Roland,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q55649985,Marie Eleanore Gräfin von Lehndorff,http://www.wikidata.org/entity/Q75393520,Ahasverus Ernst Graf von Lehndorff,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q56795693,Sophie Lafontaine,http://www.wikidata.org/entity/Q214286,Franz Leopold Lafontaine,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q56797160,Theresia of Cornelly,http://www.wikidata.org/entity/Q101530218,Anton Kornély,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610856,Mary Elizabeth Louisa Rodney Carpenter,http://www.wikidata.org/entity/Q75240817,George Carpenter,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610878,Charlotte Walsh,http://www.wikidata.org/entity/Q75793565,John Walsh,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610875,Joseph Valentine Grimstead,http://www.wikidata.org/entity/Q75793436,Thomas Grimstead,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61610909,Mary Tucker,http://www.wikidata.org/entity/Q75240820,Martin Tucker,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610896,Frances Mary Mosley,http://www.wikidata.org/entity/Q75273894,"Sir John Parker Mosley, 1st Bt.",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610956,Edwyn Andrew Burnaby,http://www.wikidata.org/entity/Q3616247,Andrew Burnaby,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61610958,Mary Browne,http://www.wikidata.org/entity/Q75240825,William Browne,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610963,Thomas Salisbury,http://www.wikidata.org/entity/Q75240000,Thomas Salisbury,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61611926,Ágnes Inczédy de Nagy-Várad,http://www.wikidata.org/entity/Q61611940,Gergely Inczédy de Nagy-Várad,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61611924,László Rhédey de Kis-Rhéde,http://www.wikidata.org/entity/Q61611932,Mihály Rhédey de Kis-Rhéde,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q66349619,"Anne Wellesley, Countess of Mornington",http://www.wikidata.org/entity/Q4799071,"Arthur Hill-Trevor, 1st Viscount Dungannon",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75240000,Thomas Salisbury,http://www.wikidata.org/entity/Q100389111,"Edward Salisbury, of Marshfield",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75432493,Mary Bird,http://www.wikidata.org/entity/Q75547933,Thomas Bird,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75240031,Mildred Porteus,http://www.wikidata.org/entity/Q75240033,Robert Porteus,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75875389,Anne Edwyn,http://www.wikidata.org/entity/Q75875397,John Edwyn,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75248491,Mary Elizabeth Walsh,http://www.wikidata.org/entity/Q75793565,John Walsh,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75240817,George Carpenter,http://www.wikidata.org/entity/Q100389032,"George Carpenter, of Redbourn",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75273894,"Sir John Parker Mosley, 1st Bt.",http://www.wikidata.org/entity/Q76135908,Nicholas Moseley,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75240825,William Browne,http://www.wikidata.org/entity/Q100389099,Gustavus Browne,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q76277562,Francis Webb,http://www.wikidata.org/entity/Q76277563,John Webb,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75892808,Christopher Alexander Fagan,http://www.wikidata.org/entity/Q75892798,Patrick Fagan,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75240030,Robert Hodgson,http://www.wikidata.org/entity/Q100389059,"Bryan Hodgson, of Ashbourn",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75240820,Martin Tucker,http://www.wikidata.org/entity/Q75950560,Francis Tucker,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75507838,Elizabeth Bayley,http://www.wikidata.org/entity/Q75507840,James Bayley,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75240827,Mary Lister,http://www.wikidata.org/entity/Q75240829,John Lister,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61611942,Karolina Barcsay de Nagy-Barcsa,http://www.wikidata.org/entity/Q75240832,Peter Barcsay de Nagy-Barcsa,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61611932,Mihály Rhédey de Kis-Rhéde,http://www.wikidata.org/entity/Q75246792,Laszlo Rhédey von Kis-Rhéde,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61611934,Teréz Bánffy de Losoncz,http://www.wikidata.org/entity/Q75240830,Baron Balthazar Banffy de Losoncz,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q76366874,"Cesar Auguste de Senarclens de Grancy, Seigneur de Saint-Denis",http://www.wikidata.org/entity/Q108733920,"Auguste Victor de Senarclens, Seigneur de Grancy, Senarclens, Gollion et de Vufflens-le-Château",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q76366875,Claudine Marie-Rose de Loriol,http://www.wikidata.org/entity/Q108733954,"Rodolphe Daniel de Loriol, Seigneur de Villars, Etoy, Chaumergy, Montfort",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61611940,Gergely Inczédy de Nagy-Várad,http://www.wikidata.org/entity/Q75448091,Baron Gregor Inczedy de Nagy-Varad,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75793442,Eleanor Creswick,http://www.wikidata.org/entity/Q75794104,Joseph Creswick,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75793436,Thomas Grimstead,http://www.wikidata.org/entity/Q75793446,Valentine Grimstead,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75950566,Henrietta Baker,http://www.wikidata.org/entity/Q100389074,"John Baker, of Castle Eve, Kilkenny",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q9439,Victoria,http://www.wikidata.org/entity/Q157009,"Prince Edward, Duke of Kent and Strathearn",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q100389104,Mary Adcock,http://www.wikidata.org/entity/Q100389107,John Adcock,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q101530195,Benno Leopold Ignatius Lafontaine,http://www.wikidata.org/entity/Q101530198,Jean de La Fontaine,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q101530184,Charlotte Philippine Juliane Westermann,http://www.wikidata.org/entity/Q101530187,Johann Heinrich Westermann,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q101530148,Ignatius Hauck,http://www.wikidata.org/entity/Q101530152,Johann Kaspar Hauke,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q101530173,Heinrich Wilhelm Schweppenhäuser,http://www.wikidata.org/entity/Q101530176,Johann Schweppenhäuser,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q101530161,Maria Franziska Riedesel zu Eisenbach,http://www.wikidata.org/entity/Q101530166,"Georg XX Riedesel, Freiherr zu Eisenbach",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q101530206,Maria Katharina Franziska Leonhardt,http://www.wikidata.org/entity/Q101530209,Franz Joseph Leonhardt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q108733920,"Auguste Victor de Senarclens, Seigneur de Grancy, Senarclens, Gollion et de Vufflens-le-Château",http://www.wikidata.org/entity/Q108733921,"Pierre Daniel de Senarclens, Seigneur de Grancy, Senarclens et de Vufflens-le-Château",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q108733971,Catherine Tronchin,http://www.wikidata.org/entity/Q108733972,Pierre Tronchin,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q108733937,"Madelaine de Chandieu, Dame de La Chaux",http://www.wikidata.org/entity/Q108733939,"Charles Esaie de Chandieu, Seigneur de Chabottes",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q108733954,"Rodolphe Daniel de Loriol, Seigneur de Villars, Etoy, Chaumergy, Montfort",http://www.wikidata.org/entity/Q108733956,"Paul II de Loriol de Pra, Baron de Chamergy, Seigneur du Villard St.Sauveur",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q10633,"Queen Elizabeth, The Queen Mother",http://www.wikidata.org/entity/Q335159,"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q9682,Elizabeth II,http://www.wikidata.org/entity/Q280856,George VI,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q15189,Paul I of Russia,http://www.wikidata.org/entity/Q151789,Peter III of Russia,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q17142,George I of Greece,http://www.wikidata.org/entity/Q151305,Christian IX of Denmark,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q20875,Edward VII,http://www.wikidata.org/entity/Q152245,Prince Albert of Saxe-Coburg and Gotha,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q37134,Frederick William III of Prussia,http://www.wikidata.org/entity/Q152229,Friedrich Wilhelm II of Prussia,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q36450,Catherine II of Russia,http://www.wikidata.org/entity/Q699473,"Christian August, Prince of Anhalt-Zerbst",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57207,Alexandra Feodorovna,http://www.wikidata.org/entity/Q37134,Frederick William III of Prussia,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q43274,Charles III,http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,http://www.wikidata.org/entity/Q316524,Prince Alexander of Hesse and by Rhine,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q57533,Princess Wilhelmine of Baden,http://www.wikidata.org/entity/Q60522,"Prince Karl Ludwig, Hereditary Prince of Baden",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57632,Sophie Dorothee of Württemberg,http://www.wikidata.org/entity/Q58052,"Friedrich II Eugen, Duke of Württemberg",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,http://www.wikidata.org/entity/Q164498,"Louis IV, Grand Duke of Hesse",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57637,Juliana Maria of Brunswick-Wolfenbüttel,http://www.wikidata.org/entity/Q551123,"Ferdinand Albert II, Duke of Brunswick-Wolfenbüttel",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57950,Princess Alexandra of Saxe-Altenburg,http://www.wikidata.org/entity/Q213716,"Joseph, Duke of Saxe-Altenburg",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q58067,Princess Victoria of Saxe-Coburg-Saalfeld,http://www.wikidata.org/entity/Q455554,"Francis, Duke of Saxe-Coburg-Saalfeld",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q58052,"Friedrich II Eugen, Duke of Württemberg",http://www.wikidata.org/entity/Q61946,"Charles Alexander, Duke of Württemberg",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q60511,Princess Mary of Great Britain,http://www.wikidata.org/entity/Q131981,George II of Great Britain,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q58770,"Ernest I, Duke of Saxe-Coburg and Gotha",http://www.wikidata.org/entity/Q455554,"Francis, Duke of Saxe-Coburg-Saalfeld",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q60709,Prince William of Hesse-Kassel,http://www.wikidata.org/entity/Q61207,Prince Friedrich of Hesse-Kassel,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q60522,"Prince Karl Ludwig, Hereditary Prince of Baden",http://www.wikidata.org/entity/Q213671,"Karl Friedrich I, Grand Duke of Baden",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61155,Duke Alexander of Württemberg,http://www.wikidata.org/entity/Q213618,Duke Ludwig of Württemberg,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61207,Prince Friedrich of Hesse-Kassel,http://www.wikidata.org/entity/Q454473,"Friedrich II, Landgrave of Hesse-Kassel",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61489,Countess Augusta Reuss of Ebersdorf,http://www.wikidata.org/entity/Q571460,"Henry XXIV, Count of Reuss-Ebersdorf",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q62022,Prince Wilhelm of Prussia,http://www.wikidata.org/entity/Q152229,Friedrich Wilhelm II of Prussia,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61781,Duchess Louise Charlotte of Mecklenburg-Schwerin,http://www.wikidata.org/entity/Q58025,"Frederick Francis I, Grand Duke of Mecklenburg-Schwerin",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q62068,Princess Augusta of Hesse-Kassel,http://www.wikidata.org/entity/Q61207,Prince Friedrich of Hesse-Kassel,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q62063,Countess Palatine Caroline of Zweibrücken,http://www.wikidata.org/entity/Q61966,"Christian III, Count Palatine of Zweibrücken",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q65234,Princess Charlotte Sophie of Saxe-Coburg-Saalfeld,http://www.wikidata.org/entity/Q62273,"Francis Josias, Duke of Saxe-Coburg-Saalfeld",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q64223,Karl Anton August von Schleswig-Holstein-Sonderburg-Beck,http://www.wikidata.org/entity/Q62380,Peter August of Schleswig-Holstein-Sonderburg-Beck,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q62109,"Friedrich Karl Ludwig, Duke of Schleswig-Holstein-Sonderburg-Beck",http://www.wikidata.org/entity/Q64223,Karl Anton August von Schleswig-Holstein-Sonderburg-Beck,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q62262,"Augustus, Duke of Saxe-Gotha-Altenburg",http://www.wikidata.org/entity/Q213698,"Ernest II, Duke of Saxe-Gotha-Altenburg",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75793565,John Walsh,,,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75793432,Hyacinthe Gabrielle Varis,,,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75793584,Elizabeth (?),,,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q101530218,Anton Kornély,,,http://www.wikidata.org/entity/Q6581097
